referralId,stats.tipCount,stats.usersCount,stats.checkinsCount,verified,location.country,location.cc,location.distance,location.lng,location.lat,name,id,location.state,location.city,categories.primary,categories.icon.suffix,categories.icon.prefix,categories.shortName,categories.pluralName,categories.name,categories.id,location.postalCode,allowMenuUrlEdit,url,location.crossStreet,venuePage.id,storeId,venueChains.id,menu.mobileUrl,menu.url,menu.anchor,menu.label,menu.type,hasMenu,location.neighborhood
v-1461944236,,57,176,false,United States,US,105228,-83.27392101287842,42.61457010399976,Lexus Medical Building,4c2a41d88abca593e463fe1f,MI,Pontiac,true,.png,https://ss3.4sqi.net/img/categories_v2/building/medical_,Medical,Medical Centers,Medical Center,4bf58dd8d48988d104941735,,,,,,,,,,,,,,
v-1461944236,6,297,839,true,United States,US,62617,-76.61195113122646,39.41227354423396,Lexus of Towson,4c8beaa6c37a6dcb746df27a,MD,Towson,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/automotive_,Auto Dealer,Auto Dealerships,Auto Dealership,4eb1c1623b7b52c0e1adc2ec,21204,true,http://www.sonicautomotive.com,West Rd.,71196143,194,556a31e2a7c8957d73d48748,,,,,,,Rockville Pike. Rockville , MD
v-1461944236,9,288,833,true,United States,US,37889,-77.1591191,39.1097792,Lexus of Rockville,4b9be62df964a5203e3336e3,MD,Rockville,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/automotive_,Auto Dealer,Auto Dealerships,Auto Dealership,4eb1c1623b7b52c0e1adc2ec,20855,true,http://www.lindsaylexus.com,near Rt. 29 (Colesville Rd) and Cherry Hill Rd,112978490,,5568f453a7c8a9cf8ec489a2,,,,,,,
v-1461944236,20,353,884,true,United States,US,69489,-77.08436310311315,38.828100872716284,Lindsay Lexus Service Center,4b8fb45ef964a520f15d33e3,VA,Alexandria,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/automotive_,Automotive,Automotive Shops,Automotive Shop,4bf58dd8d48988d124951735,22302,true,http://www.lenstolerlexus.com,Van Dorn,146697833,,556f3eaebd6a007c77381e84,,,,,,,
v-1461944236,3,108,527,true,United States,US,46346,-76.801458,39.437394,Len Stoler Lexus,4c2dd654987f20a134054aaa,MD,Owings Mills,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/automotive_,Auto Dealer,Auto Dealerships,Auto Dealership,4eb1c1623b7b52c0e1adc2ec,21117,true,http://www.lexusofsilverspring.com/#zmq4g,@ Elmwood St,90484630,,,,,,,,,
v-1461944236,12,209,457,true,United States,US,51740,-76.95997,39.06027,DARCARS Lexus of Silver Spring,4bf58b5c4d5f20a1249f97fe,MD,Silver Spring,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/automotive_,Auto Dealer,Auto Dealerships,Auto Dealership,4eb1c1623b7b52c0e1adc2ec,20904,true,http://www.lindsaylexus.com,High Falcon Road,,,,,,,,,,
v-1461944236,15,236,553,true,United States,US,69499,-77.08826918722403,38.82699633695834,Lindsay Lexus of Alexandria,4d30d3590b65f04d9f5bb79c,VA,Alexandria,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/automotive_,Auto Dealer,Auto Dealerships,Auto Dealership,4eb1c1623b7b52c0e1adc2ec,22302,true,http://www.pohankalexuschantilly.com,Plyer Mills,,,,,,,,,,
v-1461944236,7,89,170,false,United States,US,64299,-77.02091506143644,38.89805986943352,Lexus Suite,4e88da0cb634501aa2bf6684,D.C.,Washington,true,.png,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_,Stadium,Stadiums,Stadium,4bf58dd8d48988d184941735,20004,true,http://washington.nationals.mlb.com/was/events/event_spaces.jsp?content=lexus_presidents_club,Behind Home Plate,,,,,,,,,,
v-1461944236,9,3,3,false,United States,US,42393,-77.21640223600714,39.05140174850525,The lexus,4c54cadea724e21ea48ceff6,MD,Potomac,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/automotive_,Automotive,Automotive Shops,Automotive Shop,4bf58dd8d48988d124951735,20854,true,,Usage Rd.,,,,,,,,,,
v-1461944236,4,215,1274,true,United States,US,86654,-76.47827625274658,39.019650482938175,Sheehy Lexus of Annapolis,4be192674ed5c9b622adccce,MD,Annapolis,true,.png,https://ss3.4sqi.net/img/categories_v2/nightlife/default_,Lounge,Lounges,Lounge,4bf58dd8d48988d121941735,21409,true,,Hempt Rd,,,,,,,,,,
v-1461944236,1,20,36,false,United States,US,63511,-76.62182960756472,39.28908877260978,Lexus Lounge @ The Hippodrome,4db4a2c04df05e5aaae3ddb3,MD,Baltimore,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/automotive_,Auto Dealer,Auto Dealerships,Auto Dealership,4eb1c1623b7b52c0e1adc2ec,21201,true,,,,,,,,,,,,
v-1461944236,,416,1024,true,United States,US,59262,-77.42761760663889,38.89198431145119,Pohanka Lexus,4b54eeb5f964a520d7d327e3,VA,Chantilly,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/automotive_,Automotive,Automotive Shops,Automotive Shop,4bf58dd8d48988d124951735,20151,true,,,,,,,,,,,,
v-1461944236,,5,5,false,United States,US,50949,-76.76307320594788,39.31726813316345,Len Stoler Lexus,4bd30d309854d13abfbcfc4d,MD,Owings Mills,true,.png,https://ss3.4sqi.net/img/categories_v2/nightlife/default_,Lounge,Lounges,Lounge,4bf58dd8d48988d121941735,21117,true,,,,,,,,,,,,
v-1461944236,,1,1,false,United States,US,48939,-77.077049,39.030409,Kensington Motors - Toyota and Lexus Repairs,5385d7af498e5a8cd9ec7fa5,MD,Kensington,true,.png,https://ss3.4sqi.net/img/categories_v2/building/school_,School,Schools,School,4bf58dd8d48988d13b941735,20895,true,,,,,,,,,,,,
v-1461944236,,7,9,false,United States,US,61951,-77.068773,38.904735,Lexus Listening Lounge,4cc9be1346b43704e7a04ae1,D.C.,Washington,true,.png,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_basketball_,Basketball,College Basketball Courts,College Basketball Court,4bf58dd8d48988d1ba941735,20007,true,,,,,,,,,,,,
v-1461944236,,536,878,false,United States,US,67330,-77.00768268504183,38.87281048152774,Lexus Presidents Club,4c0ebda7336220a15bb4cc77,D.C.,Washington,true,.png,https://ss3.4sqi.net/img/categories_v2/building/office_coworkingspace_,Coworking Space,Coworking Spaces,Coworking Space,4bf58dd8d48988d174941735,20003,true,,,,,,,,,,,,
v-1461944236,,4,4,false,United States,US,69634,-77.08870726666666,38.8256109,Lexus Waterfountain,4e5c305b88775cde7b41d6ad,VA,Alexandria,true,.png,https://ss3.4sqi.net/img/categories_v2/shops/tobacco_,Smoke Shop,Smoke Shops,Smoke Shop,4bf58dd8d48988d123951735,20001,,,,,,,,,,,,,
v-1461944236,,15,15,false,United States,US,63545,-77.23596587146871,38.854889231787475,Verizon Center Lexus Suite Level,4f380048e4b09ca12daf73a6,VA,Washington,true,.png,https://ss3.4sqi.net/img/categories_v2/nightlife/sportsbar_,Sports Bar,Sports Bars,Sports Bar,4bf58dd8d48988d11d941735,20024,,,,,,,,,,,,,
v-1461944236,,1,1,false,United States,US,69534,-77.08834075927734,38.8266487121582,Lexus - Mark Colemans Office,4e5c2fb7183883e00c064755,Virginia,Alexandria,true,.png,https://ss3.4sqi.net/img/categories_v2/building/default_,Building,Buildings,Building,4bf58dd8d48988d130941735,22302,,,,,,,,,,,,,
v-1461944236,,7,11,false,United States,US,69547,-77.08821298547542,38.82656317412327,Lexus Parking Lot,4e5c28f9fa76f39e1cb26657,VA,Washington,true,.png,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/outdoors_,Other Outdoors,Other Great Outdoors,Other Great Outdoors,4bf58dd8d48988d162941735,17050,,,,,,,,,,,,,
v-1461944236,,8,9,false,United States,US,64258,-77.021174,38.898364,Super Duper Lexus Luxury Suite,5309474b498e1b6549ff8e1b,D.C.,Washington,true,.png,https://ss3.4sqi.net/img/categories_v2/nightlife/default_,Lounge,Lounges,Lounge,4bf58dd8d48988d121941735,,,,,,,,,,,,,,
v-1461944236,,1,1,false,United States,US,66317,-77.015992,38.879837,Tommy's Lexus,4ca6b3fcd971b1f7083803e1,D.C.,Alexandria,true,.png,https://ss3.4sqi.net/img/categories_v2/travel/highway_,Road,Roads,Road,4bf58dd8d48988d1f9931735,,,,,,,,,,,,,,
